,inputs,policies,policies_sent,labels
70,"Bank tellers are permitted to access, view, and modify customer's basic account details for service purposes during their official working hours, but they are not permitted to review or make changes to investment or loan details.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'modify', 'resource': 'customer basic account detail', 'purpose': 'service', 'condition': 'during official working hours'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'investment detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'review', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'bank teller', 'action': 'modify', 'resource': 'loan detail', 'purpose': 'none', 'condition': 'none'}]","bank teller is able to access customer basic account detail for the purpose of service, if during official working hours and bank teller is authorized to modify customer basic account detail for the purpose of service, if during official working hours and bank teller is unauthorized to review investment detail and bank teller is not able to modify investment detail and bank teller is shall not to review loan detail and bank teller is unauthorized to modify loan detail",10
71,The patient and receiving HCP receive a message (UC30) indicating that the referral was canceled.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'receive', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'receive', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}]",patient is shall to receive message and message is authorized to be receive,6
72," ""The system administrator is responsible for managing user accounts and assigning access privileges.""","[{'decision': 'allow', 'subject': 'system administrator', 'action': 'managing', 'resource': 'checkbox in the left part of the window', 'condition': 'none', 'purpose': 'assigning access privilege'}]",system administrator is able to managing checkbox in the left part of the window for the purpose of assigning access privilege,3
73,"If the Student selected “Create a Schedule”, the Create  a Schedule subflow is executed.","[{'decision': 'allow', 'subject': 'none', 'action': 'execute', 'resource': 'company financial records', 'condition': 'student selected create a schedule', 'purpose': 'none'}]",company financial records is shall to be execute if student selected create a schedule,3
74,The LHCP views his or her message inbox.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'trends in adverse events relate to immunization', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall to view trends in adverse events relate to immunization,3
75,"The input data, a timestamp and the fact  and his MID are saved.","[{'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'fact', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'timestamp', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'mid', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'save', 'resource': 'input data', 'condition': 'none', 'purpose': 'none'}]",fact is authorized to be save and timestamp is able to be save and mid is allowed to be save and input data is shall to be save,11
76,Only Professors can enter grades for students.,"[{'decision': 'allow', 'subject': 'professor', 'action': 'enter', 'resource': 'grade', 'condition': 'specifically authorized by the team leader', 'purpose': 'none'}]",professor is shall to enter grade if specifically authorized by the team leader,4
77,"In the agricultural organization, field officers are allowed to access, modify and delete crop data in the organizational database for the purposes of crop yield improvement, only if the crop details have been verified by an accompanying agronomist.","[{'decision': 'allow', 'subject': 'field officer', 'action': 'access', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'crop details have been verified by an accompanying agronomist'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'modify', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'none'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'delete', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'crop details have been verified by an accompanying agronomist'}]","field officer is shall to access crop data for the purpose of crop yield improvement, if crop details have been verified by an accompanying agronomist and field officer is able to modify crop data for the purpose of crop yield improvement and field officer is shall to delete crop data for the purpose of crop yield improvement, if crop details have been verified by an accompanying agronomist",8
78,"The patient's assigned MID and a secret key (the initial password) are personally provided to the user, with which the user can reset his or her password.","[{'decision': 'allow', 'subject': 'none', 'action': 'provide', 'resource': 'patients assigned mid', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'provide', 'resource': 'secret key (the initial password)', 'condition': 'none', 'purpose': 'none'}]",patients assigned mid is authorized to be provide and secret key (the initial password) is shall to be provide,11
79,Bank managers may access the private financial records of customers only for the purpose of account supervision and under the condition that the customer has been notified and given explicit consent for the same.,"[{'decision': 'allow', 'subject': 'bank manager', 'action': 'access', 'resource': 'private financial record', 'purpose': 'account supervision', 'condition': 'none'}]",bank manager is allowed to access private financial record for the purpose of account supervision,8
