,input,acp,output
129,The LHCP types an invalid medical identification number and is prompted to try again.,1,{decision: allow; subject: lhcp; action: type; resource: invalid medical identification number; condition: none; purpose: none | decision: allow; subject: lhcp; action: try; resource: again; condition: none; purpose: none}
130,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: hcp; condition: none; purpose: none}
131,The Patient chooses to request an appointment with an LHCP.,1,{decision: allow; subject: patient; action: request; resource: appointment; purpose: none; condition: none}
132,"The patient looks for an hospital with experience in physical services, as specified by LOINC codes of the office visits (UC15) and is given a list of the 5 most experienced Hospitals in that particular field.",1,{decision: allow; subject: patient; action: look; resource: hospital; purpose: none; condition: none}
133,A Patient is a registered user of the iTrust Medical Records system (UC1).,0,{decision: allow; subject: patient; action: register; resource: itrust medical records system; condition: none; purpose: none}
134,"The patient or personal health representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",1,{decision: allow; subject: patient; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of their parents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their parents; purpose: none; condition: none}
135,The drug desired to be prescribed is checked against the patient's drug allergies.,1,{decision: allow; subject: none; action: check; resource: drug; purpose: none; condition: none}
136,An LHCP views a list of pending appointment requests.,1,{decision: allow; subject: lhcp; action: view; resource: list of pending appointment requests; purpose: none; condition: none}
137,Display the ICD-9CM code and the name of the diagnoses.,0,{decision: allow; subject: none; action: display; resource: icd-9cm code; purpose: none; condition: none | decision: allow; subject: none; action: display; resource: name of the diagnoses; purpose: none; condition: none}
138,The LHCP types an invalid MID and is prompted to try again.,1,{decision: allow; subject: lhcp; action: type; resource: invalid mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: try; resource: again; condition: none; purpose: none}
